,bless_msg,label
488,祝兄弟生日快乐，愿兄弟早日住豪宅，开跑车，迎娶白富美！,0
489,你给我盖他，安排，,11
490,3RsN1Lxatsn,11
491,希望我们以后每天都开心，记得我在乎你，希望你过得越来越好，爱你么么哒！,3
492,祝我老弟喜得贵子。,10
493,祝生日快乐，永远十八一枝花，开心每一天。,0
494,石家庄兄弟姐妹开心每一天,11
495,祝贺康，早日生二胎,10
496,我的孙儿岳嵋生日快乐,0
497,鹏鹏生日快乐,0
498,喝起来！最简单的表达方式就是喝，喝多了还能继续喝，不醉不归！五刀哥，其他包间兄弟能看到回一,4
499,生日快乐,0
500,喝起来！最简单的表达方式就是喝，喝多了还能继续喝，不醉不归！五刀哥，其他包间兄弟能看到回一,4
501,生日快乐,0
502,喝起来！最简单的表达方式就是喝，喝多了还能继续喝，不醉不归！,11
503,杨芳，生日快乐,0
504,郝芳若麟真牛逼,11
505,提前祝花花14号生日快，永远漂亮，可爱，年轻，永远18岁！,0
506,二妮，儿子生日快乐,0
507,送给发哥的（肖国发），迟来的祝福，生日快乐！,0
508,祝妹子生日快乐，永远十八一枝花，开心每一天。,0
509,【包厢】：祝建老表生日快乐心想事成，事事顺利！,0
510,永远不说再见,11
511,生日快乐哦，永远18岁无忧无虑,0
512,祝兄弟开心一辈子,4
513,祝程店：生日快乐岁岁有今朝，年年有今日,0
514,好难听,11
515,祝爸爸妈妈恩恩爱爱健健康康！祝两位阿姨永远年轻漂亮！祝在场所有人一路发发发！！！爱你们哟~,6
516,【总统15包厢】：祝兄弟生日快乐，愿兄弟早日住豪宅，开跑车！,0
517,【包厢】：811祝:陈仿先生生日快乐！感谢一年多的包容与陪伴！希望今后的岁月你一直有你,0
518,希望我们以后每天都开心，记得我在乎你，希望你过得越来越好，爱你么么哒！,3
519,兄弟一辈子,4
520,祝张总生日快乐妞越泡越多身体倍棒一夜七次郎！加油(_),0
521,祝我的好兄弟卢跟弟妹新婚快乐百年好合白头偕老,9
522,祝来星格纯K的朋友们天天开心！,4
523,3RsN1Lxatsn,11
524,感谢胜哥今晚骚气的演唱，天上人间虽然已成往事，但是胜哥的骚声永远留在山东。波昂棒,4
525,唱的也太好听了吧，棒棒哒！打call打call！,11
526,祝李总，孙总，王总生意兴隆，扬起合作的帆，走向成功的明天！,2
527,茹姐，爱你,3
528,阿爸的心声,11
529,唱的也太好听了吧，棒棒哒！打call打call！,11
530,茹姐，爱你,3
531,祝兄弟生日快乐，愿兄弟早日住豪宅，开跑车，迎娶白富美！,0
532,遇见你是我的福分，爱上你是我的福气，希望你能看明白我的心意，我爱你。,3
533,老铁生日快乐，祝你早日帅过吴彦祖，富过王思聪，不要忘了兄弟。宴成,0
534,祝福项城的魏总越来越好！一切都是最好的安排！感谢相遇！唱歌的喝酒！！,2
535,祝黔朋醉酒业有限公司生意兴隆财源滚滚,2
536,霍弟，大哥祝你生日快乐,0
537,牛逼客斯拉,11
538,祝梅小姐妹生日快乐，永远年轻漂亮，幸福满满。诺兰贝儿，阳光宝贝，快乐童年，童装大卖,0
539,"包容、理解、支持,全因我爱你",3
540,祝小姐姐生日快乐，永远年轻漂亮，幸福满满。年年有今朝岁岁都18,0
541,哇哦！比原唱还好听，再来一首，再来一首！,11
542,唱的也太好听了吧，棒棒哒！打call打call！,11
543,我的孙儿岳嵋生日快乐补办,0
544,派出所门口的男人,11
545,老铁生日快乐，祝你早日帅过吴彦祖，富过王思聪，不要忘了兄弟。,0
546,翠花ILOVEYOU,3
547,祝兄弟生日快乐，愿兄弟早日住豪宅，开跑车，迎娶白富美！,0
548,老婆希望你往后余生心情能够开朗，老公希望你每天开心快乐，风风雨雨走过来，真的在这里祝你每天,6
549,祝豪哥生日快乐，越来越帅！！！,0
550,祝创生日快乐永远健康,0
551,宝哥生日快乐！,0
552,大蒙城欢迎合肥美希整形医院严总来蒙城视察工作,2
553,【V09包厢】：刘师，歌声好，攒劲，继续。,11
554,祝王雨生日快乐岁岁有今朝！！！,0
555,海军祝吻得福107中餐厅，生意越来越好，蒸蒸日上，祝王总年年有今日，岁岁有今朝！,2
556,【K52包厢】：喝起来！最简单的表达方式就是喝，喝多了还能继续喝，不醉不归！,11
557,欢迎中山珠海D兄弟光临顺德.…所有兄弟身体健康，万事如意……,2
558,【12包厢】：祝朱建军新婚快乐,9
559,大寿快乐一夜暴富社会李,10
560,大寿快乐一夜暴富社会李,10
561,我爱孙莲香,3
562,最美我熊,11
563,祝石总生意兴隆.笑寒祝。,2
564,【108包厢】：祝王熙、罗安瑾、王潇航早日找到心仪的另一半,7
565,【包厢】：哇哦！比原唱还好听，再来一首，再来一首！,11
566,伟哥，生日快乐，这妹纸生日快乐,0
567,祝李少生日快乐，愿兄弟早日住豪宅，开跑车，迎娶白富美！，,0
568,兄弟，生日快乐，社会我大哥，人狠话不多，十年后还要在一起嗨！,0
569,你们尽情的玩今晚黄公子买单,11
570,兄弟，生日快乐，社会我大哥，人狠话不多，十年后还要在一起嗨！,0
571,希望我们以后每天都开心，记得我在乎你，希望你过得越来越好，爱你么么哒！我的红云宝贝,3
572,【K10包厢】：祝友谊长久友谊长久,4
573,玫瑰姐生日快乐，永远18,0
574,祝各位业绩达标，事事如意，一起奋斗，兄弟同心，其利断金！祝福大家！,5
575,你今天晚上一个找到要,11
576,仙女周，生日快乐,0
577,我的大宝贝爸爸永远爱你愿你以后的生活开心快乐每一天爱你的爸爸,6
578,祝小姐姐生日快乐，永远年轻漂亮，幸福满满。年年有今朝岁岁都18,0
579,祝我们亲爱的娴生日快乐永远青春美丽,0
580,小林子！,11
581,阿乔大叔，爱你么么么么么哒,3
582,【K10包厢】：祝贺总友谊长久友谊长久,4
583,生日快乐,0
584,哇哦！比原唱还好听，再来一首，再来一首！,11
585,牛掰牛掰,11
586,生日如期而至，生日快乐,0
587,大佬级别,11
588,您是我们永远的港湾，我们永远爱你。祝您笑口常开，越活越年轻，开开心心每一天！,8
589,感谢刘轶总骚气的歌声，给山东带来德祝福，感谢刘轶总，骚骚骚,2
590,苗氏集团苗总,2
591,表妹歌儿唱的太好了,6
592,祝我们家婷婷生日快乐天天开心身体健康暴富是你幸福是你，爱你的闺蜜阳阳,0
593,兄弟，生日快乐，社会我大哥，人狠话不多，十年后还要在一起嗨！,0
594,喝起来！青岛不倒我不倒，雪花不飘我不飘，问我酒量怎么样，请看大海的方向。,11
595,【备用包厢】：请你相信我，是真的爱你，请接受我送给你的开心快乐。,3
596,哥哥们好,11
597,遇见你是我的福分，爱上你是我的福气，希望你能看明白我的心意，我爱你。,3
598,祝兄弟张海生日快乐，愿兄弟早日住豪宅，开跑车，迎娶白富美！,0
599,遇见你是我的福分，爱上你是我的福气，希望你能看明白我的心意，我爱你。,3
600,大炮生日快乐,0
601,祝兄弟生日快乐，愿兄弟早日住豪宅，开跑车，迎娶白富美！,0
602,天哪，你唱歌好好听，我是你的小粉丝！么么哒爱你！,11
603,【K15包厢】：喝起来！嗨喽，大咖好，我系渣渣灰，系兄弟就来喝死我，我在则里等你。,11
604,喝起来！嗨喽，大咖好，我系渣渣灰，系兄弟就来喝死我，我在则里等你。,11
605,祝若依生日快乐！天天开心！！,0
606,祝兄弟张海生日快乐，愿兄弟早日住豪宅，开跑车，迎娶白富美！,0
607,祝周雨绮小姐生日快乐，永远年轻漂亮，幸福满满！,0
608,你喝醉了吗？,11
609,遇见你是我的福分，爱上你是我的福气，希望你能看明白我的心意，我爱你。,3
610,生日快乐,0
611,祝辉哥生日快乐，愿兄弟身体健康，早日迎娶个女朋友,0
612,祝兄弟生日快乐，愿兄弟早日住豪宅，开跑车，迎娶白富美！,0
613,愿牛得彪律师长盛不衰！,11
614,祝肖泽仕生日快乐越长越帅,0
615,唱的也太好听了吧，棒棒哒！打call打call！,11
616,凯强，生日快乐，你在想什么呢？都是弟弟,0
617,天哪，你唱歌好好听，我是你的小粉丝！么么哒爱你！,11
618,祝我们事业长虹，业绩翻番，荷包满满，未来都过上自己想要的日子！感谢郭总郑总俞总,5
619,兄弟，生日快乐，夜夜高潮,0
620,老铁生日快乐，祝你早日帅过吴彦祖，富过王思聪，不要忘了兄弟。,0
621,奥雷给,11
622,阳妹，忘了烦恼。干就完了,11
623,祝老板，生意兴隆，一本万利，飞黄腾达，好事不断，财源滚滚！,2
624,生日快乐，永远18,0
625,洋哥生日快乐,0
626,【v15包厢】：生日快乐舅妈,0
627,祝两位新人早日步入婚姻殿堂,3
628,肥轩生日快乐,0
629,喝起来！青岛不倒我不倒，雪花不飘我不飘，问我酒量怎么样，请看大海的方向。,11
630,喝起来！最简单的表达方式就是喝，喝多了还能继续喝，不醉不归！,11
631,生日快乐，永远18岁,0
632,老铁生日快乐，祝你早日帅过吴彦祖，富过王思聪，不要忘了兄弟。,0
633,希望我们以后每天都开心，记得我在乎你，希望你过得越来越好，爱你么么哒！,3
634,易比特三周年快乐！永无止境！乘风破浪，再斩佳绩！,10
635,黄启万遇见你是我的福分，爱上你是我的福气，希望你能看明白我的心意，我爱你。,3
636,祝华锡兄弟生意兴隆财源广进，祝轩哥万事如意！,2
637,祝快过科技业绩长虹！祝快过科技的家人们健康快乐，阖家幸福！,5
638,遇见你是我的福分，爱上你是我的福气，希望你能看明白我的心意，我爱你。,3
639,Happybirthday刘女士,0
640,祝张总生日快乐身体倍棒一夜七次郎妞约泡约多！,0
641,爱你,3
642,小老妹，我们永远是你坚强的后盾，么么哒,11
643,喝起来！嗨喽，大咖好，我系渣渣灰，系兄弟就来喝死我，我在则里等你。,11
644,美女爱你一万年,3
645,宝贝爱你,3
646,祝妹子生日快乐，永远十八一枝花，开心每一天。,0
647,祝老板，生意兴隆，一本万利，飞黄腾达，好事不断，财源滚滚！,2
648,祝石总生意兴隆，郝弟恭祝,2
649,慕尔如星，愿守心一人，从天光乍破，到暮雪白头。,3
650,喝起来！最简单的表达方式就是喝，喝多了还能继续喝，不醉不归！,11
651,老铁生日快乐，祝你早日帅过吴彦祖，富过王思聪，不要忘了兄弟。,0
652,唱的也太好听了吧，棒棒哒！打call打call！,11
653,以后的日子有我,3
654,兄弟，生日快乐，社会我大哥，人狠话不多，十年后还要在一起嗨！,0
655,大宇天天开心生日快乐,0
656,首先祝表哥生日快乐其次看看怎么霸屏,0
657,至少唱走5个婆娘,11
658,兄弟，生日快乐，社会我大哥，人狠话不多，十年后还要在一起嗨！,0
659,祝我生日快乐,0
660,春夏美女生日快乐永远是富婆,0
661,老铁生日快乐，祝你早日帅过吴彦祖，富过王思聪，不要忘了兄弟。,0
662,祝小姐妹生日快乐，永远年轻漂亮，幸福满满。,0
663,哇哦！比原唱还好听，再来一首，再来一首！,11
664,祝星格越来越好！祝兄弟们天长地久！,5
665,祝我生日快乐哈哈哈,0
666,玲美女，生日爆乐！！！,0
667,生日快乐,0
668,汤相金我爱你，爱你,3
669,邓倩云憨憨,11
670,不醉不归,11
671,赵若彤生日快乐也不知道几岁了！就是快了吧,0
672,祝紫怡妹子生日快乐,0
673,兄弟，生日快乐，社会我大哥，人狠话不多，十年后还要在一起嗨！,0
674,感谢我们的钱多多终于满十八岁了生日快乐,0
675,祝兄弟生日快乐，愿兄弟早日住豪宅，开跑车，迎娶白富美！,0
676,我们永远爱你。祝您笑口常开，越活越年轻，开开心心每一天！生日快乐，老妈！！！,0
677,生日快乐呀,0
678,生日快乐，永远18,0
679,喝起来！青岛不倒我不倒，雪花不飘我不飘，问我酒量怎么样，请看大海的方向。,11
680,慧姐生日快乐。今晚最红就系我。,0
681,在这个世界因为有你我的人生才活得无限精彩！你是我今生的唯一我甘愿为你付出我的一切,3
682,萌萌生日快乐,0
683,生日快乐,0
684,祝老板生日快乐，今年再赚二十个亿,0
685,唱的也太好听了吧，棒棒哒！打call打call！,11
686,易比特三周年快乐！永无止境！乘风破浪，再斩佳绩！希望大家开心快乐，一起发财！,10
687,祝姐姐生日快乐,0
688,花开如意富贵吉祥生日快乐.,0
689,小莲祝：梦晖生日快乐,0
690,喝起来！最简单的表达方式就是喝，喝多了还能继续喝，不醉不归！,11
691,邓伯伯生日快乐！家庭幸福！,0
692,兄弟，生日快乐，社会我大哥，人狠话不多，十年后还要在一起嗨！,0
693,祝刚哥生日快乐，幸福安康，心想事成,0
694,祝谢鹏飞刘雨楠百年好合早生贵子,9
695,【K21包厢】：天哪，你唱歌好好听，我是你的小粉丝！么么哒爱你！,11
696,君住长江头，我住长江尾。日日思君不见君，共饮长江水。我爱你,3
697,值此幸福时刻来临之际欢声笑语中迎来了拼点点人生中的重要一刻祝两位新人新婚快乐幸福永久,9
698,不管未来多遥远，成长路上有你们；不管相逢在何时，我们永远是朋友。友谊地久天长！,1
699,祝妹子生日快乐，永远十八一枝花，开心每一天。,0
700,祝妈妈生日快乐,0
701,祝郑杰！！！生日快乐，天天十八，月月好运，年年发财。,0
702,祝文豪兄弟生日快乐，愿兄弟早日住豪宅，开跑车，迎娶白富美！,0
703,祝好姐妹生日快乐，天天十八，月月好运，年年发财。,0
704,祝我霍弟21生日快乐，单身帅哥有相中的来K023包厢,0
705,我单身我骄傲,7
706,大猪蹄,11
707,美美我爱你,3
708,生日快乐，永远年轻,0
709,祝好姐妹生日快乐，天天十八，月月好运，年年发财。,0
710,祝愿华总事业蒸蒸日上,2
711,喔喔,11
712,芯宝是我的唯一,3
713,祝啊祖生日快乐，愿他以后以梦为马，聘天下，不负韶华不负卿,0
714,成长不期而遇生日如期而至生日快乐,0
715,祝老板娘生日快乐，事业发发发,0
716,亲爱哒，生日快乐，有你陪伴的日子即使平凡也觉得浪漫，愿余生长长的路我们慢慢走,0
717,亲爱的，没有太多的华丽的祝福语给你，深情不及久伴，厚爱无需多言，简单的一句老婆，生日快乐,0
718,请你相信我，是真的爱你，请接受我送给你的开心快乐。,3
719,洋哥生日快乐,0
720,毛冰冰我一定会给你世界上最安全的安全感不会让你受一点委屈会一直把你当个小孩宠着爱你,3
721,吴总生日快乐,0
722,祝丁总，生意蒸蒸日上，红红火火，一帆风顺，做大做强再创辉煌！,2
723,祝陶总局心想事成！祝甄局越来越漂亮！愿米总像我们爱惜曹总一样珍惜他！,5
724,老铁生日快乐，祝你早日帅过吴彦祖，富过王思聪，不要忘了兄弟。,0
725,喝起来！嗨喽，大咖好，我系渣渣灰，系兄弟就来喝死我，我在则里等你。,11
726,领导生日快乐，祝你早日帅过吴彦祖，富过王思聪，不要忘了兄弟。邢雷经理,0
727,老男人生日快乐,0
728,请你相信我，是真的爱你，请接受我送给你的开心快乐。,3
729,祝妹子生日快乐，永远十八一枝花，开心每一天。,0
730,喝起来！青岛不倒我不倒，雪花不飘我不飘，问我酒量怎么样，请看大海的方向。,11
731,生日快乐,0
732,王敏透了好几瓶了你开心点我体谅不到你的心情我的错我只想说我想和你过一辈子,3
733,遇见你是我的福分，爱上你是我的福气，希望你能看明白我的心意，我爱你。,3
734,老公我爱你么么哒,3
735,祝我明亮哥单身帅哥有相中的来K032包厢打包带走，随时陪夜，免费哦,7
736,祝老板，身体健康，生意兴隆，财源滚滚而来。事业事事顺，打牌场场蠃！,2
737,不管未来多遥远，成长路上有你们；不管相逢在何时，我们永远是朋友。友谊地久天长！,1
738,贺康同志，越健生涯，共同努力，共同进步，好兄弟一辈子,5
739,【大厅】：思思我们友谊长存，等七老八十还要美在一起,1
740,祝老板，身体健康，生意兴隆，财源滚滚而来。事业事事顺，打牌场场蠃！,2
741,今日的分别，是为了以后更好的相遇，毕业快乐，前程似锦。,1
742,祝侄仔喜结良缘，美满幸福,9
743,考研顺利，万事胜意！！！,1
744,不论距离远近，牵挂总在心怀；不论离别长短，友谊必将永恒；不论是否相伴，祝福总在身边。愿大家万事如意，健康常在！,1
745,考研顺利，万事胜意！！！,1
746,祝我永远单身,7
747,一辈子，一家人，只为做一件事。小孟农家菜越来越好，蒸蒸日上。,6
748,祝老板，身体健康，生意兴隆，财源滚滚而来。事业事事顺，打牌场场蠃！,2
749,时光不老，我们不散！感谢在最好的年华遇见你们，多年后还是如今的我们。友谊长存！,1
750,【包厢】：公9史小飞分手快乐,7
751,【t09888包厢】：陶籽祝各位老总^_^事事顺心。阖家幸福,5
752,【VIP01包厢】：祝双捷服务部扭转颓势，逆流而上,5
753,舅舅舅妈永远恩爱,6
754,祝我媛越来越好，二哥二嫂顺心顺意！,6
755,祝挞柠越做越旺,5
756,恭喜安哥喜得千金大小姐。,10
757,时光不老，我们不散！感谢在最好的年华遇见你们，多年后还是如今的我们。友谊长存！,1
758,不管未来多遥远，成长路上有你们；不管相逢在何时，我们永远是朋友。友谊地久天长！,1
759,各位老总生意兴隆！财源广进！,2
760,祝我大姐和大姐夫婚姻美满。二哥和二嫂（许建鹏）早日美满,9
761,祝福：刘帅良刘总！万事如意，事事顺心，亨通利达，亿万富翁！,5
762,树兜快乐男生刘朝星新婚快乐！,9
763,愿我老公：代宏强事业步步高升，身体健康，爱我如初,6
764,祝张强，雅雯幸福美满,3
765,铁馆健身第一街区店、抚河桥店的所有全体员工业绩大发财源滚滚,2
766,【V11包厢】：人潮人海，感恩一路有你们。好朋友，一辈子！今晚嗨皮到天亮，没毛病！,4
767,冉宝宝。我们好好的，宛宛、子豪.王哥，友谊长存,4
768,亲亲老婆，爱你哟,6
769,王队长，你单位两个美女不见了,5
770,祝我的好兄弟，王鹏，杨禹康，黄淑翔，车赞赞，李广宇，范齐海，在社会道路上，一路长虹，牛逼,4
771,今日的分别，是为了以后更好的相遇，毕业快乐，前程似锦。,1
772,时光不老，我们不散！感谢在最好的年华遇见你们，多年后还是如今的我们。友谊长存！,1
773,祝京华牙科医院生意兴隆财源滚滚,2
774,恭喜涛喜提宝马,10
775,祝我外婆三姨五姨小娘姨！二姨身体健康！一辈子幸福,6
776,恭喜燕景喜迎万元大单,5
777,祝郑鑫坤和李莎新婚快乐。白头偕老。,9
778,祝珊珊，幸福美满,11
779,友谊长存,1
780,蛋总像个憨批,5
781,祝天奇装饰、京城二手车生意兴隆、越来越好！,2
782,【603包厢】：祝李总生意兴隆,2
783,恭喜我张燕妹妹，拿驾照一生平,10
784,祝我亲家母越长越漂亮永远开心,6
785,卢总手气杠杠的！,5
786,祝双王（王骏、王希）总结同心，百年好合！！！,9
787,【vip8888包厢】：亲爱的，相濡以沫，不离不弃，么么哒,3
788,恭喜燕景喜迎万元单,5
789,祝哥哥嫂嫂永远幸福,6
790,祝：哥哥嫂嫂开心每一天！,6
791,祝天奇装饰、京城二手车生意兴隆、越来越好！,2
792,周静我爱你,3
793,时光不老，我们不散！感谢在最好的年华遇见你们，多年后还是如今的我们。友谊长存！,1
794,猪所有朋友开心快乐，事业有成。,4
795,宝哥生意兴隆，兄弟们万事如意！,2
796,姚远，张岩，陆宇洲，事业长虹，友谊长存。鹏程万里！,5
797,【柏林包厢】：祝陈总平步青云宏图大展,5
798,朋友情似海深！,4
799,朋友情似海深！,4
800,祝哥哥嫂嫂永远幸福,6
801,初次相遇，我们的称呼从最开始的喂，你好，到后来的亲爱的，遇见你，是我这辈子遇到的最美好的事,3
802,祝贺张公子张嫂喜得干女儿一枚！,10
803,不管未来多遥远，成长路上有你们；不管相逢在何时，我们永远是朋友。友谊地久天长！,1
804,祝刘总器大活好，越来越狗！,5
805,祝大家下半年心想事成，财源滚滚，天亚传媒再创辉煌！,5
806,陆川乃万我爱你么么哒哟疯狂打call,3
807,时光不老，我们不散！感谢在最好的年华遇见你们，多年后还是如今的我们。友谊长存！,1
808,祝刘总器大活好，越来越持久！,5
809,祝老板，生意蒸蒸日上，红红火火，一帆风顺，做大做强再创辉煌！,5
810,老矮牛逼，身体健康，硬邦邦！！！？,8
811,祝愿我们友谊长存松哥nb！,1
812,老婆我永远爱你,6
813,富景达七部生意长虹，多多开单,5
814,祝我们事业长虹，业绩翻番，荷包满满，未来都过上自己想要的日子！,5
815,时光不老，我们不散！感谢在最好的年华遇见你们，多年后还是如今的我们。友谊长存！,1
816,细弟喜结良缘，百年好合兄弟汪洋祝上,9
817,啊哟早生贵子,9
818,老公我爱你,6
819,不管未来多遥远，成长路上有你们；不管相逢在何时，我们永远是朋友。友谊地久天长！,1
820,老婆如果有来生我继续爱你,6
821,睿睿，我爱你,3
822,祝恒泰金科天天爆单，越来越好,5
823,今天易阳失恋了大家一起喝一杯,7
824,Shirley祝涛哥喜提宝马,10
825,希望我们以后每天都开心，记得我在乎你，希望你过得越来越好，爱你么么哒！,3
826,祝龙哥步步高升的老板越当越大带兄弟们飞黄腾达安排,5
827,祝愿我最爱最牵挂的妹妹一生幸福快乐,6
828,今天老子结婚各位随便干！,9
829,时光不老，我们不散！感谢在最好的年华遇见你们，多年后还是如今的我们。友谊长存！,1
830,祝朋友们家庭幸福，身体健康,4
831,宝宝，我想要和你有美好的未来，只要是你就好，也只能是你,3
832,不管未来多遥远，成长路上有你们；不管相逢在何时，我们永远是朋友。友谊地久天长！,1
833,榕城店越来越好，业绩蒸蒸日,2
834,祝老板，身体健康，生意兴隆，财源滚滚而来。事业事事顺，打牌场场蠃！,2
835,祝老板，身体健康，生意兴隆，财源滚滚而来。事业事事顺，打牌场场蠃！,2
836,祝老板，身体健康，生意兴隆，财源滚滚而来。事业事事顺，打牌场场蠃！,2
837,刘玉博。新婚快乐早生贵子！不生一个足球队就是对不起兄弟们。,9
838,祝宀豕地产开业大吉，业绩长虹。多多开单,5
839,愿我们的小团队永不解散！大黄，若晴，兵哥,5
840,好兄弟一辈子,4
841,人潮人海，感恩一路有你们。好朋友，一辈子！今晚嗨皮到天亮，没毛病！,4
842,祝妹夫，妹妹一家一路顺风！,6
843,祝小两口，新婚快乐，百年好合，早生贵子！幸福，一定要幸福！,9
844,祝我金峰的刘董事长，事业长鸿，永远这么帅！常州德唯斯自动线贺！,2
845,送给美丽的婷婷，祝愿她一切安好，友谊天长地久,1
846,祝蓝升集团营业额过两个亿,2
847,送给美丽的婷婷，祝愿她一切安好，友谊天长地久,1
848,祝明日时尚赛赛老板娘。老板娘，生意兴隆，一本万利，飞黄腾达，好事不断，财源滚滚！,2
849,祝老板，生意蒸蒸日上，红红火火，一帆风顺，做大做强再创辉煌！,5
850,【拉斯维加包厢】：祝单总和大家玩的开心,5
851,祝王子建和嫂子百年好合,9
852,刘老板生意兴隆,2
853,祝小两口，新婚燕尔，喜成连理，举岸齐眉，龙腾凤翔，天赐良缘，百年好合，生一对龙凤胎哈,9
854,不管未来多遥远，成长路上有你们；不管相逢在何时，我们永远是朋友。友谊地久天长！,1
855,祝小两口，新婚燕尔，喜成连理，举岸齐眉，龙腾凤翔，天赐良缘，百年好合，生一对龙凤胎哈,9
856,祝我们事业长虹，业绩翻番，荷包满满，未来都过上自己想要的日子！,5
857,恭祝，往后福禄与天齐，儿孙孝顺围身旁；荣华富贵卧福地，人寿年康全家安！,8
858,祝老吴和李小东百年好合,9
859,祝各位业绩达标，事事如意，一起奋斗，兄弟同心，其利断金！祝福大家！,5
860,毕业快乐，时光不老我们不散，祝你们未来安好！,1
861,祝香蕉装饰月月爆单，冲刺一千万。装修质量不行就是人品不行,5
862,祝武哥加入解放路二店一年了,5
863,2020向老板生意兴隆，雄起兄弟,2
864,祝各位业绩达标，事事如意，一起奋斗，兄弟同心，其利断金！祝福大家！,5
865,祝新泰店开业成功，哥哥弟弟们事业腾达。,2
866,祝新泰店开业成功，哥哥弟弟们事业腾达。,2
867,鹏鹏与单单百年好合,9
868,祝:陈总万事兴旺，多赚英镑！万事顺心，多赚美金！万事如意，多赚人民币！总之多赚钱少生气。,5
869,幸福的一家,6
870,毛毛虫和吉娃娃的友谊长存！会越来越好…,1
871,不管未来多遥远，成长路上有你们；不管相逢在何时，我们永远是朋友。友谊地久天长！,1
872,感谢杨文锦总莅临证圣天成张掖分公司指导工作,2
873,不管未来多遥远，成长路上有你们；不管相逢在何时，我们永远是朋友。友谊地久天长！,1
874,恭喜兄弟双喜临门可喜可贺早生贵子,9
875,祝我们事业长虹，业绩翻番，荷包满满，未来都过上自己想要的日子！,5
876,祝涛哥还有厂长，生意兴隆，一本万利，飞黄腾达，好事不断，财源滚滚！,2
877,祝娟姐吉时吉日喜如风丰年丰月如风增争富争财争长寿寿山寿海寿长生步步高升好运,8
878,祝胡闹闹和岳兑兑有情人天长地久！,3
879,祝铭瀚广告图文生意兴隆，东哥物流公司日进斗金，林林二手车一路长红。,2
880,时光不老，我们不散！感谢在最好的年华遇见你们，多年后还是如今的我们。友谊长存！,1
881,祝你俩白头偕老,9
882,时光不老，我们不散！感谢在最好的年华遇见你们，多年后还是如今的我们。友谊长存！,1
883,时光不老，我们不散！感谢在最好的年华遇见你们，多年后还是如今的我们。友谊长存！,1
884,祝露姐在鑫海事事顺利业绩高升,5
885,【A13包厢】：祝涛哥，嫂子，恩恩爱爱一生一世,6
886,祝；北杨烧烤城，孟掌柜羊老大金鼎友谊长存，天天有今日岁岁有今朝,4
887,人生苦短，兄弟能相聚到一起是我们的缘份，愿来生来世我们还是兄弟！,4
888,【V002包厢】：祝各位业绩达标，事事如意，一起奋斗，兄弟同心，其利断金！祝福大家！,5
889,敬爱的领导，亲爱的朋友们，为了明天继续革命，继努力吧,5
890,祝福蒲总分手快乐永远快乐,7
891,祝我们事业长虹，业绩翻番，荷包满满，未来都过上自己想要的日子！,5
892,分手快乐,7
893,祝老板，生意兴隆，一本万利，飞黄腾达，好事不断，财源滚滚！,5
894,祝我们事业长虹，业绩翻番，荷包满满，未来都过上自己想要的日子！,5
895,祝我们事业长虹，业绩翻番，荷包满满，未来都过上自己想要的日子！,5
896,预祝2020年劳谦俱乐部公园联赛圆满成功,2
897,祝各位业绩达标，事事如意，一起奋斗，兄弟同心，其利断金！祝福大家！,5
898,老婆我爱你，我会用尽我一生的力气去爱你去守护你,6
899,雷总。步步高升。天天开心。感谢雷总一路带着兄弟姐妹一起走过点点滴滴,5
900,【包厢】：毕业快乐，一部分人说对不起，对另一部分人说谢谢你，还有一撮人就再聚啦。,1
901,邓总。事事如意多挣人民币万事顺心多挣美金万事兴旺多赚英镑总之一句话。多挣钱少生气,5
902,祝各位业绩达标，事事如意，一起奋斗，兄弟同心，其利断金！祝福大家！,5
903,我家小梦天天开心.男人多的是不缺他,7
904,祝小两口，新婚燕尔，喜成连理，举岸齐眉，龙腾凤翔，天赐良缘，百年好合，生一对龙凤胎哈,9
905,毕业快乐，一部分人说对不起，对另一部分人说谢谢你，还有一撮人就再聚啦。,1
906,毕业快乐，一部分人说对不起，对另一部分人说谢谢你，还有一撮人就再聚啦。,1
907,爱你呦！亲爱的老婆，我们不要吵架了好不好,6
908,祝各位业绩达标，事事如意，一起奋斗，兄弟同心，其利断金！祝福大家！,5
909,Lily最美,11
910,毕业快乐，一部分人说对不起，对另一部分人说谢谢你，还有一撮人就再聚啦。,1
911,请你相信我，是真的爱你，请接受我送给你的开心快乐。,3
912,【V15包厢】：毕业快乐，一部分人说对不起，对另一部分人说谢谢你，还有一撮人就再聚啦。,1
913,今日的分别，是为了以后更好的相遇，毕业快乐，前程似锦。,1
914,谢奕婕罗嘉琪董敖游诗煜唐周姝刘4如肖颖付刘婧怡毕业快乐！,1
915,孩儿妈唱的好,6
916,程琳珊我爱你,3
917,恭祝，丁财兴旺，福星高照，五福临门！年年有今日，岁岁有今朝，福如东海寿比南山！,10
918,祝黄子涵毕业快乐！教师生涯顺风顺水！,1
919,祝中秋老板生意兴隆财源广进,5
920,祝单楚桐福如东海，寿比南山，长生不老.,10
921,今日的分别，是为了以后更好的相遇，毕业快乐，前程似锦。,1
922,【V01商中包厢】：太team和jb群团建快乐！,5
923,祝我们事业长虹，业绩翻番，荷包满满，未来都过上自己想要的日子！,5
924,【309包厢】：毕业快乐！高处见！,1
925,毕业快乐，时光不老我们不散，祝你们未来安好！,1
926,分手快乐,7
